Genes	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10
ENSRNOG00000039284	9	4	4	3	4	6	1	6	13	4
ENSRNOG00000055128	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000012791	18	32	16	15	17	16	17	13	23	13
ENSRNOG00000013317	22	14	13	9	12	16	10	7	19	11
ENSRNOG00000013386	152	112	118	139	92	148	103	126	141	89
ENSRNOG00000036384	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047091	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000059187	4	0	0	0	0	0	0	0	0	0
ENSRNOG00000013503	1	0	0	0	0	1	1	0	1	0
ENSRNOG00000013533	199	132	135	98	104	153	100	106	148	78
ENSRNOG00000029146	28	24	27	32	17	23	22	29	34	20
ENSRNOG00000057827	0	0	0	1	0	0	1	0	0	0
ENSRNOG00000014282	0	0	0	1	0	1	0	0	0	0
ENSRNOG00000014311	28	9	18	14	20	12	12	10	16	24
ENSRNOG00000052228	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056929	1	0	0	0	0	0	2	0	0	0
ENSRNOG00000054637	0	0	0	0	0	2	0	1	0	0
ENSRNOG00000014887	4	3	3	4	7	6	6	7	15	2
ENSRNOG00000014904	0	0	2	0	1	1	0	2	1	0
ENSRNOG00000015732	277	184	205	222	161	251	156	214	279	171
ENSRNOG00000042195	81	81	63	94	88	78	74	55	83	68
ENSRNOG00000016414	54	40	50	47	42	44	51	31	56	47
ENSRNOG00000042029	8	6	10	7	8	4	8	7	14	8
ENSRNOG00000016804	1	0	0	0	0	0	1	0	1	1
ENSRNOG00000016828	0	1	1	4	2	1	2	0	1	1
ENSRNOG00000025757	64252	40462	48926	36450	29075	48497	34519	35328	50564	25362
ENSRNOG00000048644	2	1	1	0	3	6	0	0	1	1
ENSRNOG00000035583	486	730	809	1735	2403	766	962	887	425	850
ENSRNOG00000046229	9	5	2	1	4	8	0	5	3	2
ENSRNOG00000016983	9597	7943	10939	10900	6064	11623	5976	15884	15970	20381
ENSRNOG00000041381	112	113	149	805	554	124	185	276	122	290
ENSRNOG00000018069	94	50	56	51	28	55	37	62	48	26
ENSRNOG00000025634	25	9	17	21	39	41	34	14	37	11
ENSRNOG00000018105	111	152	99	141	92	98	84	162	118	100
ENSRNOG00000025619	9	3	9	2	1	4	7	3	7	0
ENSRNOG00000025589	0	0	0	0	1	5	0	1	0	0
ENSRNOG00000042267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000018177	0	1	0	0	0	2	0	0	0	0
ENSRNOG00000052103	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052683	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052566	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000018239	297	235	247	203	187	231	208	205	246	192
ENSRNOG00000025518	129	80	96	86	70	65	77	78	90	50
ENSRNOG00000018399	4	3	4	4	0	1	6	6	3	3
ENSRNOG00000018528	0	0	0	1	0	0	0	0	1	0
ENSRNOG00000018536	3	2	2	1	0	8	9	1	14	3
ENSRNOG00000018825	1429	1032	943	890	698	1212	890	842	1198	731
ENSRNOG00000019019	122	81	110	79	66	149	109	102	157	83
ENSRNOG00000019041	20	18	22	14	13	18	23	24	20	15
ENSRNOG00000019162	22	10	15	3	9	25	14	29	19	18
ENSRNOG00000019246	1	1	5	0	1	3	0	0	1	1
ENSRNOG00000019438	106	78	74	70	64	60	69	73	103	42
ENSRNOG00000019478	34	26	39	17	33	19	22	31	42	24
ENSRNOG00000019503	3	6	4	1	2	1	6	7	5	2
ENSRNOG00000019553	173	118	152	104	84	153	87	129	146	93
ENSRNOG00000019710	143	102	109	119	95	124	85	116	151	100
ENSRNOG00000019789	0	0	0	0	0	0	0	1	1	0
ENSRNOG00000019840	26	19	23	21	9	21	18	20	28	12
ENSRNOG00000019895	93	80	82	87	69	102	52	55	102	80
ENSRNOG00000020216	16	16	8	14	14	24	6	16	25	12
ENSRNOG00000020189	10	18	12	11	11	20	19	8	18	14
ENSRNOG00000020136	0	1	0	3	1	2	2	3	2	0
ENSRNOG00000030483	78	76	70	60	37	74	63	42	87	55
ENSRNOG00000020264	9	7	8	6	4	4	6	7	9	1
ENSRNOG00000020321	48	86	56	59	88	55	40	63	60	42
ENSRNOG00000020377	7	1	1	0	0	0	1	0	2	0
ENSRNOG00000020382	0	1	0	0	1	1	0	0	1	0
ENSRNOG00000020399	0	0	1	0	0	1	0	0	0	0
ENSRNOG00000020401	22	25	18	8	10	18	13	13	25	9
ENSRNOG00000020465	3	4	8	2	7	6	2	5	7	1
ENSRNOG00000020482	17	12	8	12	5	15	5	4	21	8
ENSRNOG00000048431	26	19	19	16	11	15	11	20	25	12
ENSRNOG00000020503	0	1	2	0	1	0	0	1	3	1
ENSRNOG00000020506	34	16	22	16	14	25	22	12	25	18
ENSRNOG00000020544	177	97	115	117	111	142	140	103	162	99
ENSRNOG00000039060	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020563	1	0	1	0	2	0	0	0	0	0
ENSRNOG00000053494	0	0	0	1	1	2	4	3	0	0
ENSRNOG00000049096	0	0	0	1	2	0	0	0	0	0
ENSRNOG00000060405	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049991	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000024785	0	0	1	0	0	0	0	0	1	0
ENSRNOG00000020625	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050460	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031304	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000031792	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000020647	0	0	0	0	2	0	0	0	0	0
ENSRNOG00000049074	0	0	1	0	0	1	0	0	0	0
ENSRNOG00000029860	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049919	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000028810	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048542	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053133	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000030018	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056912	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049976	1	0	0	0	0	0	0	0	2	1
ENSRNOG00000046553	0	0	0	1	0	1	1	0	0	0
ENSRNOG00000049652	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050283	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059982	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053256	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052671	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053490	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055173	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057310	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055935	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000052267	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000057810	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061459	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046648	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050842	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048508	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055627	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061157	0	0	0	3	2	0	1	0	0	0
ENSRNOG00000046301	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055735	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055203	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000061809	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060632	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052895	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047227	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000049726	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045973	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000031618	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058056	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000045641	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000020685	27	26	24	26	15	29	9	17	33	20
ENSRNOG00000051595	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008059	0	1	1	3	5	0	1	2	0	1
ENSRNOG00000022597	22	10	11	9	16	15	8	19	18	14
ENSRNOG00000051196	226	199	226	206	137	211	174	231	200	138
ENSRNOG00000061152	7	8	13	3	12	12	5	15	5	5
ENSRNOG00000051403	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051238	29	18	22	17	24	36	22	27	27	17
ENSRNOG00000020782	71	48	39	56	43	39	44	34	49	32
ENSRNOG00000029220	29	16	22	13	16	28	11	18	22	11
ENSRNOG00000054386	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052738	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008734	234	182	189	202	137	233	187	205	221	133
ENSRNOG00000045762	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059279	0	0	0	0	1	0	0	0	1	0
ENSRNOG00000053579	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008847	65	51	68	46	58	58	66	53	43	21
ENSRNOG00000054986	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008855	99	107	84	67	59	102	51	78	92	71
ENSRNOG00000022116	0	0	0	0	1	0	0	0	0	1
ENSRNOG00000032148	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000054532	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000008989	73	271	304	91	73	48	220	436	29	47
ENSRNOG00000054874	0	0	0	0	0	2	0	1	0	1
ENSRNOG00000009278	7	10	4	2	6	6	4	7	5	0
ENSRNOG00000057750	1	0	0	0	1	0	0	0	0	0
ENSRNOG00000051120	14	6	8	10	15	26	17	18	34	11
ENSRNOG00000009849	7	5	7	4	6	5	4	7	7	5
ENSRNOG00000010137	239	178	204	226	175	188	159	155	243	166
ENSRNOG00000056343	262	209	232	198	209	305	221	229	299	200
ENSRNOG00000053491	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000036382	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010732	34	15	27	24	22	21	29	29	28	21
ENSRNOG00000046822	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000021847	12	15	11	6	15	16	16	8	15	6
ENSRNOG00000010855	159	105	110	109	90	126	85	106	110	83
ENSRNOG00000061336	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000011024	28	17	21	20	27	25	22	41	38	19
ENSRNOG00000011168	214	197	229	188	153	213	156	206	240	151
ENSRNOG00000061921	6	1	3	3	3	7	4	6	3	5
ENSRNOG00000011471	38	16	32	46	37	40	42	35	26	30
ENSRNOG00000053891	2	0	8	2	1	6	1	0	6	0
ENSRNOG00000058383	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000051765	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053522	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052751	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000038917	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000051646	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000021712	45	32	29	32	21	36	31	31	42	30
ENSRNOG00000053915	1	1	0	4	1	0	0	0	0	0
ENSRNOG00000021680	23	10	7	3	8	17	18	13	7	9
ENSRNOG00000011603	132	90	96	91	77	114	87	96	128	87
ENSRNOG00000012209	428	325	334	296	262	354	306	256	391	228
ENSRNOG00000012521	0	0	1	0	2	1	2	2	3	3
ENSRNOG00000008053	0	3	1	0	0	1	1	1	1	0
ENSRNOG00000060223	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054152	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012644	73	51	57	71	60	80	76	63	84	42
ENSRNOG00000036381	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012918	373	315	311	314	284	350	279	320	338	235
ENSRNOG00000013623	1	1	0	0	0	0	0	0	0	0
ENSRNOG00000054194	2	0	1	0	0	0	0	0	1	0
ENSRNOG00000056083	1	0	3	0	0	0	0	1	0	0
ENSRNOG00000053233	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000013707	351	389	175	82	92	332	208	218	308	133
ENSRNOG00000013793	25	25	20	12	15	21	17	27	29	22
ENSRNOG00000013876	423	293	298	297	283	319	263	230	337	235
ENSRNOG00000014265	20	12	14	13	17	15	5	9	9	5
ENSRNOG00000051452	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014509	1011	946	827	775	547	1111	763	1288	976	752
ENSRNOG00000042281	4	6	2	5	3	0	1	2	0	3
ENSRNOG00000014603	475	368	441	385	283	455	326	409	457	271
ENSRNOG00000052926	1	0	0	0	0	0	0	0	0	2
ENSRNOG00000014653	5	4	13	5	3	9	9	16	16	8
ENSRNOG00000014659	13	6	8	3	6	8	2	5	11	3
ENSRNOG00000054168	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014945	289	277	299	239	205	277	162	230	235	187
ENSRNOG00000021843	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000055039	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015095	217	135	142	38	43	157	41	131	65	133
ENSRNOG00000009075	14	14	10	2	9	8	2	13	15	4
ENSRNOG00000021831	3	4	1	4	2	2	2	4	4	1
ENSRNOG00000057970	0	0	0	0	1	0	0	0	1	0
ENSRNOG00000051849	5	26	14	86	67	19	23	34	18	25
ENSRNOG00000056918	0	0	0	0	0	0	0	0	1	1
ENSRNOG00000045597	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015308	0	4	0	3	7	5	3	2	7	0
ENSRNOG00000015921	0	1	0	0	0	0	3	0	1	0
ENSRNOG00000015939	81	81	78	84	79	89	76	89	78	64
ENSRNOG00000016177	4	3	2	0	1	4	1	1	5	1
ENSRNOG00000016460	5298	3899	4859	4181	2707	4126	3043	4562	4654	2356
ENSRNOG00000016648	1	0	0	0	0	0	3	0	0	1
ENSRNOG00000017027	5	1	0	0	1	3	1	1	0	1
ENSRNOG00000017286	145	122	38	26	75	96	108	23	36	76
ENSRNOG00000017424	2	1	0	2	0	4	3	2	3	1
ENSRNOG00000027839	16	19	15	8	6	5	4	14	15	10
ENSRNOG00000046753	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009449	998	699	782	830	707	885	793	765	897	718
ENSRNOG00000053334	4	0	1	3	1	2	4	3	3	2
ENSRNOG00000044555	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009522	338	214	257	288	288	327	296	290	293	225
ENSRNOG00000009625	164	150	123	95	105	145	100	119	197	91
ENSRNOG00000038619	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000009815	1	3	2	1	4	2	3	2	2	1
ENSRNOG00000009820	211	192	206	204	163	241	169	201	233	135
ENSRNOG00000011158	247	222	190	225	250	295	232	323	300	226
ENSRNOG00000061631	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011548	62	27	43	55	36	45	19	41	59	48
ENSRNOG00000061145	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000032317	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000025302	2	0	3	2	2	3	0	3	3	1
ENSRNOG00000012951	263	248	220	303	218	258	262	246	219	216
ENSRNOG00000013441	2	0	0	0	2	3	2	1	0	0
ENSRNOG00000013433	6	0	3	3	0	6	0	0	1	1
ENSRNOG00000024703	67	41	44	30	23	36	38	36	32	36
ENSRNOG00000031532	1	0	1	0	0	0	0	0	1	0
ENSRNOG00000061107	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000013658	0	0	0	2	0	1	1	0	0	1
ENSRNOG00000013916	14	3	6	6	2	5	1	2	7	0
ENSRNOG00000053041	0	0	0	0	0	0	0	3	0	0
ENSRNOG00000009181	0	0	0	1	0	0	0	1	1	0
ENSRNOG00000009192	21	21	11	11	8	10	8	12	20	12
ENSRNOG00000009440	0	0	1	0	2	0	0	0	3	1
ENSRNOG00000009802	13	12	15	9	6	15	9	8	17	5
ENSRNOG00000061759	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009814	4	0	3	1	2	2	1	1	1	2
ENSRNOG00000009873	115	93	84	99	103	105	74	95	122	78
ENSRNOG00000010042	155	102	118	119	91	135	100	115	128	70
ENSRNOG00000044429	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038762	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038760	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038759	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038758	0	0	0	0	0	1	1	0	0	0
ENSRNOG00000038757	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058716	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010331	1195	1000	936	856	788	1229	1064	1324	1423	831
ENSRNOG00000021314	1076	665	815	764	614	679	500	446	633	500
ENSRNOG00000010696	4	5	4	8	2	3	4	4	8	3
ENSRNOG00000010708	507	407	523	584	408	555	382	461	569	434
ENSRNOG00000056292	0	0	0	1	0	1	0	0	0	0
ENSRNOG00000057138	1	0	0	0	0	0	0	1	2	0
ENSRNOG00000055062	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010798	0	0	1	1	2	0	1	0	0	0
ENSRNOG00000011316	3	4	8	6	5	6	2	8	10	4
ENSRNOG00000011342	1	2	2	0	0	0	0	1	2	1
ENSRNOG00000011560	315	242	258	299	212	283	252	262	293	246
ENSRNOG00000011634	7	1	4	6	1	5	2	8	6	5
ENSRNOG00000046413	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046841	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000012012	10	9	13	9	7	6	12	9	16	7
ENSRNOG00000012049	59	57	41	43	53	59	39	38	88	37
ENSRNOG00000012402	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060554	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046326	1	4	1	0	1	2	0	3	3	2
ENSRNOG00000047258	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047637	2	0	1	0	0	0	0	0	0	1
ENSRNOG00000047632	0	0	0	0	1	0	0	0	0	1
ENSRNOG00000012440	27	13	18	10	4	16	11	7	11	5
ENSRNOG00000060608	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000035471	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050046	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000013089	45	29	38	22	27	30	29	21	42	17
ENSRNOG00000013326	29	31	36	20	26	40	23	31	31	34
ENSRNOG00000013459	16	17	15	16	11	17	14	15	17	10
ENSRNOG00000013581	349	267	220	165	162	272	251	242	306	184
ENSRNOG00000047211	34	20	18	28	31	22	26	30	21	23
ENSRNOG00000014003	1	0	1	0	0	0	0	0	0	0
ENSRNOG00000014191	92	34	62	55	50	56	44	40	56	37
ENSRNOG00000014231	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014291	383	272	346	255	217	323	302	260	332	254
ENSRNOG00000058011	4	1	6	7	5	4	6	4	7	3
ENSRNOG00000048585	1	3	1	0	1	2	6	2	1	0
ENSRNOG00000018238	0	0	0	0	0	2	0	2	0	0
ENSRNOG00000014398	93	81	41	55	27	52	77	65	96	25
ENSRNOG00000014054	1	0	1	2	0	2	0	0	0	3
ENSRNOG00000030724	0	2	1	0	0	0	0	0	1	0
ENSRNOG00000052442	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000054573	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000052066	0	0	0	1	0	0	0	1	0	0
ENSRNOG00000031720	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060272	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000048743	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050211	2	0	0	0	0	0	0	0	0	0
ENSRNOG00000060640	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014518	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000015075	17	13	14	16	11	47	40	39	77	32
ENSRNOG00000021910	0	2	0	1	0	0	0	2	2	0
ENSRNOG00000015477	0	0	0	0	1	0	0	0	0	2
ENSRNOG00000061481	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000015495	14	16	10	19	7	14	12	7	29	6
ENSRNOG00000021823	0	0	0	1	0	1	1	0	0	0
ENSRNOG00000016321	345	278	296	283	263	314	271	249	326	264
ENSRNOG00000016758	36	33	34	21	28	26	22	26	26	12
ENSRNOG00000051538	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000016777	50	30	30	28	17	33	21	21	45	21
ENSRNOG00000016939	188	162	144	142	134	184	123	163	209	116
ENSRNOG00000041287	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038483	2	0	3	1	3	1	0	3	1	0
ENSRNOG00000017373	117	102	88	94	73	135	88	73	135	56
ENSRNOG00000026247	1	0	3	0	1	0	0	0	0	1
ENSRNOG00000062189	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000062237	1	0	0	0	0	0	1	0	0	0
ENSRNOG00000017828	1	3	2	3	4	4	3	2	5	3
ENSRNOG00000062261	0	0	0	1	2	1	0	0	1	0
ENSRNOG00000018023	26	26	18	33	14	10	19	11	25	16
ENSRNOG00000018295	137	82	96	57	64	106	96	74	105	73
ENSRNOG00000008351	0	4	3	3	5	1	1	0	2	2
ENSRNOG00000008543	5	7	2	6	2	4	7	4	8	4
ENSRNOG00000008829	451	324	336	325	248	276	144	168	228	162
ENSRNOG00000009745	165	158	134	120	129	137	118	114	150	100
ENSRNOG00000009832	360	398	272	278	299	354	338	322	411	257
ENSRNOG00000009871	196	145	155	161	158	211	189	111	232	148
ENSRNOG00000010028	47	31	28	28	39	52	45	55	50	38
ENSRNOG00000035629	195	405	363	1803	1208	425	628	833	265	484
ENSRNOG00000049071	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010890	49	46	34	41	35	44	44	54	74	12
ENSRNOG00000011177	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000011323	9	9	2	3	5	4	3	2	7	3
ENSRNOG00000011373	6	1	0	0	3	2	2	0	5	1
ENSRNOG00000011427	19	16	12	13	11	15	6	16	9	15
ENSRNOG00000011831	114	74	64	60	42	88	53	78	79	83
ENSRNOG00000012014	503	431	457	403	334	585	336	386	564	357
ENSRNOG00000012273	1	2	4	6	8	8	2	1	9	4
ENSRNOG00000012912	0	0	1	0	0	0	1	3	0	0
ENSRNOG00000025638	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000013288	592	445	480	426	304	485	419	418	522	339
ENSRNOG00000013922	8	6	11	5	2	9	3	6	10	3
ENSRNOG00000059143	2	0	0	0	0	0	1	4	2	1
ENSRNOG00000014010	20	10	15	9	8	15	7	9	18	7
ENSRNOG00000025536	0	0	0	0	0	0	0	0	0	1
ENSRNOG00000010555	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000050184	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000060189	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000058454	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000053120	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000014478	28	38	32	24	35	30	26	38	48	15
ENSRNOG00000061561	0	0	0	3	0	0	0	1	0	0
ENSRNOG00000015042	1	0	0	0	1	0	0	0	0	0
ENSRNOG00000015054	77	67	66	70	78	83	62	61	62	57
ENSRNOG00000016029	221	198	198	159	97	206	145	167	183	141
ENSRNOG00000015577	83	63	92	61	61	49	67	73	76	65
ENSRNOG00000016271	2067	1576	1664	1524	1314	1522	1269	1361	1940	1307
ENSRNOG00000060737	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000017170	27	21	25	16	14	25	14	25	27	16
ENSRNOG00000025239	14	10	13	13	12	8	13	7	17	9
ENSRNOG00000017481	2892	2115	2343	2119	1784	2058	1787	1927	2150	1464
ENSRNOG00000060452	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000059454	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000010063	12	5	7	2	0	9	9	29	13	14
ENSRNOG00000009512	144	107	114	128	93	131	121	113	175	103
ENSRNOG00000009412	59	45	35	28	29	47	28	33	47	28
ENSRNOG00000022760	17	7	6	8	6	4	6	7	13	9
ENSRNOG00000038291	1	2	2	1	1	1	1	4	2	0
ENSRNOG00000029520	0	0	1	0	0	0	0	0	0	0
ENSRNOG00000010319	88	72	61	64	60	83	53	83	108	55
ENSRNOG00000010935	0	0	0	0	0	0	0	0	1	0
ENSRNOG00000057277	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000011237	87	51	68	47	45	62	40	42	80	44
ENSRNOG00000044990	1	0	0	0	0	0	0	0	0	0
ENSRNOG00000048355	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000048997	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000046524	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000043061	0	0	1	1	0	0	1	0	0	0
ENSRNOG00000047413	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000022462	0	1	0	0	0	0	0	0	0	1
ENSRNOG00000000155	154	124	117	99	92	147	108	112	156	93
ENSRNOG00000001052	181	159	157	149	140	226	186	186	294	136
ENSRNOG00000054138	0	0	0	0	0	2	0	0	0	0
ENSRNOG00000001049	608	384	436	399	299	568	427	509	565	255
ENSRNOG00000055553	239	170	196	193	224	230	222	229	285	208
ENSRNOG00000029316	19	4	10	4	6	11	3	12	20	6
ENSRNOG00000050996	1	3	0	3	4	5	1	2	4	4
ENSRNOG00000056759	0	0	0	0	0	3	0	0	0	0
ENSRNOG00000001037	36	34	30	23	16	16	13	22	50	24
ENSRNOG00000001033	37	26	34	29	26	23	27	20	23	24
ENSRNOG00000057931	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000001030	655	567	582	589	358	795	556	761	736	457
ENSRNOG00000058117	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000038228	0	0	0	0	0	1	0	1	0	1
ENSRNOG00000051407	0	0	0	0	0	1	0	0	0	0
ENSRNOG00000057847	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000022094	12	10	7	1	6	10	4	10	10	4
ENSRNOG00000042404	11	11	8	18	8	15	11	11	11	17
ENSRNOG00000047817	3	0	0	1	6	7	1	2	3	0
ENSRNOG00000009063	335	228	268	278	186	293	221	260	302	209
ENSRNOG00000009471	2	1	1	2	1	4	5	2	0	3
ENSRNOG00000021943	2	1	0	0	0	0	0	0	0	0
ENSRNOG00000049547	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000056070	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000009987	605	474	539	427	369	587	480	566	625	380
ENSRNOG00000010065	21	12	11	10	16	14	14	10	40	19
ENSRNOG00000053145	85	66	84	65	54	67	60	39	61	35
ENSRNOG00000042960	25	21	14	9	20	26	14	18	46	12
ENSRNOG00000045863	45	23	17	23	23	31	32	32	34	19
ENSRNOG00000053993	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047106	83	73	85	98	70	109	85	94	101	60
ENSRNOG00000062205	0	0	0	0	0	0	0	0	0	0
ENSRNOG00000047604	0	1	0	0	0	0	0	0	0	0
ENSRNOG00000062184	0	1	0	0	1	0	1	0	1	0
ENSRNOG00000062229	0	1	0	0	2	1	0	0	0	0
ENSRNOG00000011657	0	0	0	0	1	0	0	0	0	0
ENSRNOG00000011678	98	77	91	84	88	104	91	103	139	82
ENSRNOG00000011762	95	83	102	74	70	97	81	82	128	67
ENSRNOG00000029808	0	0	0	0	1	0	0	0	2	0
ENSRNOG00000012594	90	98	52	53	41	64	50	76	78	47
ENSRNOG00000033141	0	0	0	0	0	0	0	1	0	0
ENSRNOG00000012821	0	0	1	0	0	1	0	0	0	0
